,house_type,price,Hydro,Water,Heat,smoke,outdor_space,air_conditioning,appliances,furnished,pet_friendly,parking,size_S/Q,wifi_more,Bathrooms,Bedrooms
150,Apartment,"$1,368",No,Yes,No,No,Not Included,No,['Not Included'],No,Yes,0,635,['Not Included'],[' 1'],[' 1']
151,Condo,"$3,200",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,"1,050",['Not Included'],[' 2'],[' 3']
152,Apartment,"$1,200",Yes,Yes,Yes,No,Yard,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,650,['Not Included'],[' 1'],[' 1']
153,Apartment,"$1,400",No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,580,['Not Included'],[' 1'],[' Bachelor/Studio']
154,Apartment,"$1,350",No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Dishwasher']",No,No,0,685,['Not Included'],[' 1'],[' 1']
155,Apartment,"$1,300",No,Yes,No,Outdoors only,Not Included,No,['Fridge / Freezer'],No,Limited,0,980,['Not Included'],[' 1'],[' 3']
156,Apartment,"$1,200",No,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,977,['Not Included'],[' 1'],[' 2']
157,Basement,"$1,200",Yes,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,No,1,900,['Not Included'],[' 1'],[' 1 + Den']
158,Apartment,Please Contact,No,No,Yes,No,Not Included,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,0,586,['Not Included'],[' 1'],[' 1']
159,Condo,"$2,300",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,"1,000","['Cable / TV', 'Internet']",[' 2'],[' 2']
160,Duplex/Triplex,"$1,900",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,3+,"1,700",['Not Included'],[' 2.5'],[' 3']
161,Duplex/Triplex,"$3,690",Yes,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,0,"9,999",['Internet'],[' 1'],[' 4']
162,Apartment,"$2,450",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,1,645,"['Cable / TV', 'Internet']",[' 1'],[' 1 + Den']
163,Townhouse,"$3,200",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,500",['Not Included'],[' 2.5'],[' 3']
164,House,"$2,600",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,2,"1,200",['Not Included'],[' 1'],[' 2 + Den']
165,House,$900,Yes,Yes,Yes,No,Balcony,No,['Fridge / Freezer'],Yes,No,1,500,['Not Included'],[' 1'],[' 1']
166,Duplex/Triplex,"$2,500",Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,500",['Not Included'],[' 2'],[' 3']
167,House,"$2,000",Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,1,"2,500",['Not Included'],[' 2'],[' 2']
168,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,080",['Not Included'],[' 2'],[' 2 + Den']
169,Apartment,"$1,600",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,800,['Not Included'],[' 1'],[' 1']
170,Duplex/Triplex,"$1,900",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,350",['Not Included'],[' 1'],[' 3']
171,House,"$2,600",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,500",['Not Included'],[' 1.5'],[' 5+']
172,Apartment,"$1,450",No,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],No,Limited,1,650,['Not Included'],[' 1'],[' 1']
173,Townhouse,"$1,350",No,No,Yes,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,1,"1,200",['Not Included'],[' 1'],[' 2']
174,Duplex/Triplex,"$1,800",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,750,['Internet'],[' 1'],[' 2']
175,House,"$3,000",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"2,800",['Not Included'],[' 3'],[' 4 + Den']
176,Condo,"$2,100",Not Included,Not Included,Not Included,No,Balcony,No,['Laundry (In Unit)'],No,Yes,1,870,['Internet'],[' 2'],[' 2']
177,Apartment,$980,Yes,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,2,980,['Internet'],[' 1'],[' 1']
178,Apartment,$950,No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,550,['Not Included'],[' 1'],[' 1']
179,Condo,"$1,450",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,650,['Not Included'],[' 1'],[' 1 + Den']
180,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,500,['Internet'],[' 1'],[' 1']
181,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
182,Apartment,"$2,395",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,793,['Not Included'],[' 2'],[' 2']
183,Apartment,$995,Yes,Yes,Yes,No,Not Included,Yes,['Laundry (In Building)'],Yes,No,0,315,['Internet'],[' 1'],[' Bachelor/Studio']
184,Apartment,"$2,145",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,0,892,"['Cable / TV', 'Internet']",[' 2'],[' 2']
185,Basement,"$1,350",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",No,No,0,76,"['Cable / TV', 'Internet']",[' 1'],[' 2']
186,Apartment,"$1,820",Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],Yes,No,Not Available,Not Available,['Not Included'],[' 1'],[' 2']
187,Apartment,"$1,475",Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],Yes,No,Not Available,Not Available,['Not Included'],[' 1'],[' 2']
188,Apartment,"$1,350",Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],Yes,Yes,Not Available,Not Available,['Not Included'],[' 1'],[' 1']
189,Basement,"$1,250",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,995,['Not Included'],[' 1'],[' 2']
190,House,"$3,800",Not Included,Not Included,Not Included,Outdoors only,Balcony,Yes,['Laundry (In Building)'],No,No,1,"1,400",['Not Included'],[' 1'],[' 4']
191,House,"$1,600",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,600,['Cable / TV'],[' 1'],[' 2']
192,Basement,Please Contact,No,Yes,No,Outdoors only,Yard,No,['Laundry (In Unit)'],No,No,0,900,['Not Included'],[' 1'],[' 2']
193,Apartment,"$2,995",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,1,786,['Internet'],[' 1'],[' 2']
194,Apartment,$915,Not Included,Not Included,Not Included,Outdoors only,Not Included,No,['Not Included'],No,No,1,Not Available,['Not Included'],[' 1'],[' 2']
195,Apartment,"$1,350",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,502,['Not Included'],[' 1'],[' 1']
196,Basement,"$1,250",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,800,['Not Included'],[' 1'],[' 1 + Den']
197,Basement,"$1,400",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Building)'],No,No,1,800,['Not Included'],[' 1'],[' 2']
198,Condo,"$1,900",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,100",['Not Included'],[' 2'],[' 2']
199,House,"$3,100",Not Included,Not Included,Not Included,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"2,000",['Not Included'],[' 1'],[' 3']
200,Apartment,"$1,800",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],No,Yes,2,720,['Not Included'],[' 1'],[' 2']
201,Condo,"$2,500",No,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,870,['Not Included'],[' 2'],[' 2']
202,Apartment,"$1,900",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,541,['Not Included'],[' 1'],[' 1']
203,Townhouse,"$1,650",Not Included,Not Included,Not Included,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,3+,"1,300",['Not Included'],[' 2'],[' 3']
204,House,"$4,500",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,600",['Not Included'],[' 2'],[' 3']
205,Basement,"$1,400",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,600,"['Cable / TV', 'Internet']",[' 1'],[' 1']
206,Basement,"$1,700",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,1,700,['Internet'],[' 1'],[' 2']
207,Basement,"$1,700",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,"1,000",['Cable / TV'],[' 1'],[' 2']
208,Basement,"$1,400",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Unit)'],No,No,1,1,['Not Included'],[' 1'],[' 2']
209,Condo,"$5,900",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,1,"1,150",['Internet'],[' 2'],[' 2']
210,House,"$1,650",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Limited,1,836,['Internet'],[' 1'],[' 1']
211,Apartment,"$2,195",Yes,Yes,Yes,No,Not Included,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,0,470,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
212,Condo,"$2,050",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,575,"['Cable / TV', 'Internet']",[' 1'],[' 1']
213,Basement,"$1,500",Yes,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,1,500,"['Cable / TV', 'Internet']",[' 1'],[' 1']
214,Apartment,"$2,200",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,655,['Not Included'],[' 1'],[' 1 + Den']
215,Basement,"$1,400",No,Yes,No,No,Not Included,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,1,700,"['Cable / TV', 'Internet']",[' 1'],[' 1']
216,Basement,$950,Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,1,850,"['Cable / TV', 'Internet']",[' 1'],[' 2']
217,Condo,"$1,850",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,595,['Not Included'],[' 1'],[' 1']
218,Apartment,"$1,250",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,800,['Not Included'],[' 1'],[' 2']
219,House,"$1,400",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Unit)'],No,No,0,680,['Not Included'],[' 1'],[' 2']
220,Apartment,"$1,900",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,525,['Not Included'],[' 1'],[' 1 + Den']
221,Condo,"$1,750",No,Yes,Yes,Yes,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,499,['Not Included'],[' 1'],[' 1']
222,Condo,"$4,650",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,"1,373",['Not Included'],[' 2.5'],[' 3']
223,Apartment,$989,No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,819,['Not Included'],[' 1'],[' 2']
224,Condo,"$1,550",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,635,['Not Included'],[' 1'],[' 1 + Den']
225,Apartment,"$2,145",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,0,892,"['Cable / TV', 'Internet']",[' 2'],[' 2']
226,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
227,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
228,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
229,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
230,Apartment,"$1,275",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,650,['Not Included'],[' 1'],[' 1']
231,Condo,"$2,200",No,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,600,['Not Included'],[' 1'],[' 1 + Den']
232,Apartment,"$2,900",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],No,No,1,960,['Not Included'],[' 2'],[' 2 + Den']
233,Condo,"$1,850",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,650,['Internet'],[' 1'],[' 1']
234,Duplex/Triplex,"$2,950",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,600",['Not Included'],[' 2'],[' 3']
235,Apartment,"$1,325",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,620,['Not Included'],[' 1'],[' 1']
236,Apartment,"$1,550",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1 + Den']
237,Apartment,"$1,800",No,Yes,No,No,Not Included,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 2']
238,Basement,$800,Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 2']
239,Apartment,"$2,750",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,839,['Not Included'],[' 1'],[' 2']
240,Apartment,"$2,145",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,0,892,"['Cable / TV', 'Internet']",[' 2'],[' 2']
241,Duplex/Triplex,"$2,000",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,2,Not Available,['Not Included'],[' 2.5'],[' 3']
242,Apartment,"$2,491",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,800,['Not Included'],[' 1'],[' 2']
243,House,"$2,350",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,Yes,3+,"1,600",['Not Included'],[' 2'],[' 3']
244,Condo,"$1,800",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,700,['Not Included'],[' 1'],[' 2']
245,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
246,Apartment,"$2,073",Yes,Yes,No,Yes,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,728,['Cable / TV'],[' 1'],[' 1']
247,Condo,"$2,081",No,Yes,Yes,Yes,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,725,['Internet'],[' 1.5'],[' 2']
248,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
249,House,"$4,500",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,3+,"4,500",['Not Included'],[' 4'],[' 5+']
250,Apartment,"$2,089",No,Yes,Yes,Yes,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,1,700,['Cable / TV'],[' 1'],[' 1']
251,Condo,"$2,054",Yes,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,129,['Internet'],[' 1.5'],[' 2']
252,Apartment,"$1,640",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1 + Den']
253,Apartment,"$1,935",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 2'],[' 2']
254,Apartment,"$1,565",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
255,Apartment,"$1,885",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 1']
256,Apartment,"$2,645",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 2']
257,Apartment,"$1,875",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
258,Apartment,"$2,550",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 2'],[' 2']
259,Apartment,"$1,485",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,600,['Not Included'],[' 1'],[' 1']
260,Apartment,"$1,600",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
261,Apartment,"$1,450",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,520,['Not Included'],[' 1'],[' Bachelor/Studio']
262,Apartment,"$1,525",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 2']
263,Apartment,"$1,735",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
264,Apartment,"$1,750",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
265,Apartment,"$2,250",No,Yes,Yes,Yes,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
266,Apartment,"$1,635",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,625,['Not Included'],[' 1'],[' 1']
267,Apartment,"$1,625",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
268,Apartment,"$1,375",No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 2']
269,Apartment,"$1,300",No,Yes,No,No,Yard,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,1,['Not Included'],[' 1'],[' 1']
270,Basement,"$1,400",Yes,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],No,No,1,900,"['Cable / TV', 'Internet']",[' 1'],[' 2']
271,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,500,['Internet'],[' 1'],[' 1']
272,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
273,Apartment,$995,Yes,Yes,Yes,No,Not Included,Yes,['Laundry (In Building)'],Yes,No,0,315,['Internet'],[' 1'],[' Bachelor/Studio']
274,Townhouse,"$2,499",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,420",['Not Included'],[' 2.5'],[' 3']
275,Apartment,"$2,069",No,Yes,Yes,Outdoors only,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,1,700,['Internet'],[' 1'],[' 1']
276,House,"$1,450",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Unit)'],Yes,Yes,0,750,"['Cable / TV', 'Internet']",[' 1'],[' 1']
277,Apartment,Please Contact,No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,850,['Not Included'],[' 1'],[' 2']
278,Townhouse,"$2,500",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,420",['Not Included'],[' 3'],[' 3']
279,Condo,"$1,950",No,Yes,Yes,No,Balcony,No,['Laundry (In Unit)'],No,No,1,562,['Not Included'],[' 1'],[' 1 + Den']
280,Basement,"$1,300",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,"1,500",['Not Included'],[' 1'],[' 2']
281,Basement,"$1,300",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,"1,600",['Not Included'],[' 1'],[' 2']
282,Duplex/Triplex,"$2,000",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,950,['Internet'],[' 1'],[' 2']
283,Duplex/Triplex,"$1,900",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,"1,200",['Not Included'],[' 1'],[' 2']
284,Basement,"$1,150",Yes,Yes,Yes,No,Not Included,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,400,"['Cable / TV', 'Internet']",[' 1'],[' 1']
285,Apartment,"$1,980",No,Yes,Yes,No,Balcony,No,"['Dishwasher', 'Fridge / Freezer']",No,No,0,650,['Not Included'],[' 1'],[' 1']
286,House,"$2,500",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,['Laundry (In Unit)'],No,Yes,3+,"1,000",['Not Included'],[' 1.5'],[' 2 + Den']
287,Basement,"$1,500",Yes,Yes,No,Outdoors only,Yard,Yes,['Laundry (In Unit)'],No,No,1,600,['Internet'],[' 1'],[' 2']
288,Apartment,"$2,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,600,['Not Included'],[' 1'],[' 1']
289,Townhouse,"$2,700",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"1,314",['Not Included'],[' 3'],[' 3']
290,Townhouse,"$4,100",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,500",['Not Included'],[' 2'],[' 2']
291,Apartment,"$2,000",Yes,Yes,Yes,Outdoors only,Not Included,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Limited,0,350,['Internet'],[' 1'],[' Bachelor/Studio']
292,House,"$1,300",Yes,Yes,Yes,No,Yard,No,['Laundry (In Unit)'],No,No,0,375,['Not Included'],[' 1'],[' 1']
293,Apartment,$750,No,Yes,Yes,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,430,['Cable / TV'],[' 1'],[' 1']
